,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
47,183,dummy stance,en.noclean.c4-train.03639-of-07168.120164,0,0,14.846599578857422,0.9998667,0.00013328853,http://www.southernnevadahealthdistrict.org/clinic/sexual-health-clinic/hiv-aids-prevention/hiv-aids-frequently-asked-questions/
48,183,dummy stance,en.noclean.c4-train.01253-of-07168.112080,0,0,14.842100143432615,0.7004665,0.29953352,https://www.medicinenet.com/swollen_lymph_nodes/index.htm
49,183,dummy stance,en.noclean.c4-train.06038-of-07168.124750,0,0,14.833999633789062,0.9977055,0.0022944992,https://hivnorth.org/education-2/hiv/
50,183,dummy stance,en.noclean.c4-train.04349-of-07168.69789,0,0,14.831600189208984,0.9996724,0.00032755212,http://notesread.com/hiv/
51,183,dummy stance,en.noclean.c4-train.02430-of-07168.107427,0,0,14.82859992980957,0.90580297,0.094197005,http://www.hivtestkit.co.uk/faq-hiv-and-aids/
52,183,dummy stance,en.noclean.c4-train.00696-of-07168.62317,0,0,14.825300216674805,0.99982363,0.00017640926,https://spunout.ie/health/article/myths-and-facts-about-hiv-and-aids
53,183,dummy stance,en.noclean.c4-train.03329-of-07168.39329,0,0,14.819700241088867,0.9994917,0.0005082429,https://www.avert.org/infographics?f%5B0%5D=field_news_category%3A72&f%5B1%5D=field_date%3A2017
54,183,dummy stance,en.noclean.c4-train.05246-of-07168.59280,0,0,14.786800384521484,0.99905866,0.00094132713,https://www.discountedlabs.com/blog/post/hiv-facts-symptoms-and-treatment-options
55,183,dummy stance,en.noclean.c4-train.05576-of-07168.142313,0,0,14.78320026397705,0.8140317,0.18596826,http://www.patriciacentre.ca/
56,183,dummy stance,en.noclean.c4-train.06844-of-07168.107896,0,1,14.78279972076416,0.4680344,0.5319657,https://bambinidisatana.us/2017/11/15/hivaids-causes-signs-symptoms-prevention/
57,183,dummy stance,en.noclean.c4-train.03380-of-07168.96239,0,1,14.758500099182127,0.38768566,0.6123144,http://crazyfitnesstips.com/10-early-warning-signs-hiv-infection/
58,183,dummy stance,en.noclean.c4-train.01604-of-07168.135576,0,0,14.731900215148926,0.99782664,0.002173342,https://www.womenshealth.gov/hiv-and-aids/hiv-and-aids-basics/facts-about-hiv-and-aids
59,183,dummy stance,en.noclean.c4-train.04723-of-07168.13186,0,0,14.730199813842772,0.8455743,0.1544257,http://nyxaj.prodejce.cz/21-essay-hiv-virus.php
60,183,dummy stance,en.noclean.c4-train.00796-of-07168.62065,0,0,14.729100227355955,0.99966,0.0003399576,http://eclinicalworks.adam.com/content.aspx?productId=39&pid=1&gid=000594
61,183,dummy stance,en.noclean.c4-train.02844-of-07168.60845,0,0,14.725299835205078,0.9989103,0.001089637,https://www.mitchmedical.us/family-medicine/key-points-jnt.html
62,183,dummy stance,en.noclean.c4-train.05325-of-07168.85796,0,0,14.707599639892578,0.9957546,0.0042454135,http://www.thebody.com/h/can-you-catch-AIDS-from-cut-in-mouth.html
63,183,dummy stance,en.noclean.c4-train.04970-of-07168.42894,0,0,14.706299781799316,0.9174097,0.082590304,https://www.usspecialtycare.com/HIV.aspx
64,183,dummy stance,en.noclean.c4-train.00033-of-07168.23605,0,0,14.692700386047363,0.99842644,0.001573527,https://www.readersdigest.co.uk/health/health-conditions/everything-you-need-to-know-about-hiv-and-aids
65,183,dummy stance,en.noclean.c4-train.00509-of-07168.91789,0,0,14.687000274658203,0.9976,0.0024000385,http://fightingarts.com/reading/article.php?id=368
66,183,dummy stance,en.noclean.c4-train.01906-of-07168.81284,0,0,14.685500144958496,0.9979286,0.0020713906,https://pediatricaidscoalition.org/2019/04/03/the-science-behind-hiv-the-potential-for-a-cure/
67,183,dummy stance,en.noclean.c4-train.04097-of-07168.93379,0,0,14.6850004196167,0.9879246,0.012075359,http://www.sexualskills.co.uk/sexual-information/sti/aids/
68,183,dummy stance,en.noclean.c4-train.05389-of-07168.16848,0,0,14.682900428771973,0.99982136,0.0001786264,http://ms-hiv-gdc.org/
69,183,dummy stance,en.noclean.c4-train.00936-of-07168.40455,0,0,14.667699813842772,0.8177449,0.18225512,http://www.soc.ucsb.edu/sexinfo/article/hivaids
70,183,dummy stance,en.noclean.c4-train.06912-of-07168.53212,0,0,14.667698860168455,0.8177449,0.18225512,http://www.soc.ucsb.edu/sexinfo/node/337
71,183,dummy stance,en.noclean.c4-train.02514-of-07168.78158,0,0,14.652600288391112,0.99981874,0.00018126075,http://health.safepositive.com/hiv-aids/living-life/
72,183,dummy stance,en.noclean.c4-train.06022-of-07168.11213,0,0,14.651599884033203,0.82243043,0.1775696,http://themedicsclub.net/hiv-aids-fact-or-fiction/
73,183,dummy stance,en.noclean.c4-train.01437-of-07168.2056,0,0,14.63640022277832,0.999796,0.00020399452,https://www.doctorsgallery.com/know-your-health/know-your-status---world-aids-day.html
74,183,dummy stance,en.noclean.c4-train.03100-of-07168.144291,0,0,14.621399879455566,0.8941567,0.105843246,https://www.healthline.com/health/hiv-aids/symptoms-women
75,183,dummy stance,en.noclean.c4-train.04418-of-07168.75200,0,0,14.615799903869627,0.98191893,0.018081035,https://www.cdc.gov/hiv/basics/whatIshiv.html
76,183,dummy stance,en.noclean.c4-train.05249-of-07168.72452,0,0,14.615798950195312,0.98191893,0.018081035,https://www.cdc.gov/hiv/basics/whatishiv.html
77,183,dummy stance,en.noclean.c4-train.00218-of-07168.1815,0,0,14.613900184631348,0.86153114,0.1384689,http://maps.thefullwiki.org/Sexually_transmitted_disease
78,183,dummy stance,en.noclean.c4-train.05223-of-07168.60061,0,0,14.61139965057373,0.92974216,0.070257835,https://lifeskillsupport.org/faqs
79,183,dummy stance,en.noclean.c4-train.04974-of-07168.89849,0,0,14.60260009765625,0.9586283,0.041371763,https://www.everydayhealth.com/hs/hiv-health/not-spread/
80,183,dummy stance,en.noclean.c4-train.04244-of-07168.61002,0,0,14.590399742126465,0.99966896,0.000331099,https://mtauburnobgyn.com/2016/05/hiv-and-aids/
81,183,dummy stance,en.noclean.c4-train.03341-of-07168.92155,0,1,14.588600158691406,0.45038286,0.5496171,https://tinyswot.com/bodily-fluids-which-transmit-hiv-and-aids/
82,183,dummy stance,en.noclean.c4-train.05972-of-07168.136688,0,0,14.573399543762209,0.9287455,0.071254425,http://www.healthx-consultant.com/sexually-transmitted-infection/
83,183,dummy stance,en.noclean.c4-train.01168-of-07168.63728,0,0,14.57229995727539,0.9998068,0.00019315496,http://asheclass.weebly.com/blog/hiv-aids
84,183,dummy stance,en.noclean.c4-train.00040-of-07168.753,0,0,14.571999549865724,0.99982834,0.00017159311,https://www.curejoy.com/content/how-is-hiv-transmitted/
85,183,dummy stance,en.noclean.c4-train.00572-of-07168.1951,0,0,14.564900398254396,0.8907122,0.10928783,https://goshh.ie/hivinfo/faqs-2/
86,183,dummy stance,en.noclean.c4-train.02246-of-07168.95934,0,0,14.560999870300291,0.9999043,9.575335e-05,https://www.mclaren.org/porthuron/health-information/6772.aspx?iid=1_000565
87,183,dummy stance,en.noclean.c4-train.01684-of-07168.76183,0,0,14.560400009155272,0.9085703,0.09142969,http://www.thebody.com/Forums/AIDS/Fatigue/Q214184.html
88,183,dummy stance,en.noclean.c4-train.00157-of-07168.63729,0,0,14.55840015411377,0.999824,0.00017604277,http://wayhome.org.ua/hiv/?lang=en
89,183,dummy stance,en.noclean.c4-train.03772-of-07168.113946,0,0,14.558199882507324,0.99949074,0.0005092659,http://lobisuriname.org/en/sexually-transmitted-infections/hivaids
90,183,dummy stance,en.noclean.c4-train.00643-of-07168.77144,0,0,14.556400299072266,0.97589624,0.024103705,https://www.better2know.in/std-sti-testing/hiv-transmission
91,183,dummy stance,en.noclean.c4-train.02439-of-07168.136923,0,0,14.549799919128418,0.9998086,0.00019142585,https://medlineplus.gov/ency/article/000594.htm
92,183,dummy stance,en.noclean.c4-train.01785-of-07168.40040,0,0,14.54699993133545,0.9973174,0.0026825683,http://aidsprojectri.org/faqs/
93,183,dummy stance,en.noclean.c4-train.06317-of-07168.11692,0,0,14.546998977661133,0.9952663,0.0047336454,https://www.innerbody.com/diseases-conditions/hiv-aids
94,183,dummy stance,en.noclean.c4-train.03047-of-07168.57055,0,0,14.54669952392578,0.8925615,0.107438505,https://www.verywellhealth.com/the-truth-about-aids-in-women-3522232
95,183,dummy stance,en.noclean.c4-train.03734-of-07168.18173,0,0,14.539600372314451,0.99895704,0.001042902,https://amp.manipalhospitals.com/blog/aids-hiv-causes-symptoms-treatment
96,183,dummy stance,en.noclean.c4-train.06624-of-07168.20138,0,0,14.513400077819824,0.88345355,0.11654644,http://www.thebody.com/h/can-I-get-HIV-from-licking-vagina.html
97,183,dummy stance,en.noclean.c4-train.06631-of-07168.16423,0,0,14.511300086975098,0.98931396,0.010686042,https://life4me.plus/en/articles/2-2-transmission-routes/
98,183,dummy stance,en.noclean.c4-train.00539-of-07168.103110,0,0,14.506600379943848,0.9832444,0.01675555,https://www.buoyhealth.com/current/signs-you-should-pursue-hiv-testing/
99,183,dummy stance,en.noclean.c4-train.01562-of-07168.26361,0,0,14.505200386047363,0.9628083,0.03719164,http://www.divorceafter50.com/hivinfection
100,183,dummy stance,en.noclean.c4-train.04877-of-07168.34788,0,0,14.491999626159668,0.96731514,0.032684844,https://www.healthline.com/health/hiv-aids
101,183,dummy stance,en.noclean.c4-train.04018-of-07168.66526,0,0,14.481399536132812,0.89942694,0.100573085,http://www.genericdrugscan.com/disease/acquired-immuno-deficiency-syndrome
102,183,dummy stance,en.noclean.c4-train.03617-of-07168.108555,0,0,14.478099822998049,0.99966156,0.00033846375,https://www.onhealth.com/content/1/hivaids_-_myth_versus_reality
103,183,dummy stance,en.noclean.c4-train.03345-of-07168.63836,0,0,14.47809886932373,0.9990231,0.0009769156,https://www.ragoninstitute.org/research/patients/frequently-asked-questions/
104,183,dummy stance,en.noclean.c4-train.04440-of-07168.41174,0,0,14.475299835205078,0.99247664,0.0075233774,https://life4me.plus/de/articles/2-2-transmission-routes/
105,183,dummy stance,en.noclean.c4-train.00887-of-07168.115700,0,0,14.472700119018556,0.98679614,0.013203827,https://www.better2know.com/std-sti-testing/hiv-transmission
106,183,dummy stance,en.noclean.c4-train.01337-of-07168.103869,0,0,14.465399742126465,0.99937016,0.0006298516,http://lobisuriname.org/en/hiv-aids
107,183,dummy stance,en.noclean.c4-train.02661-of-07168.12981,0,0,14.464500427246094,0.99795145,0.0020485872,http://www.performingrollers.org/hiv-virus-attacks-your-immune-system/
108,183,dummy stance,en.noclean.c4-train.04268-of-07168.89874,0,0,14.462400436401367,0.9819567,0.01804325,https://www.healthy.arkansas.gov/programs-services/topics/hiv-frequently-asked-questions
109,183,dummy stance,en.noclean.c4-train.06512-of-07168.59416,0,0,14.460700035095217,0.88687545,0.11312453,http://webraven.com.au/kjevhp2/hiv-chills.php
110,183,dummy stance,en.noclean.c4-train.00663-of-07168.8253,0,0,14.459699630737305,0.99889994,0.0011000365,http://www.dailytexanonline.com/2015/06/25/science-scene-mosquitoes-suck-but-they-probably-can%E2%80%99t-transmit-hiv
111,183,dummy stance,en.noclean.c4-train.04878-of-07168.71563,0,0,14.459400177001951,0.99615365,0.0038462945,https://doctor.ndtv.com/photo/hiv-myths-and-the-reality-8790
112,183,dummy stance,en.noclean.c4-train.01320-of-07168.29593,0,0,14.455100059509276,0.9997236,0.00027632748,https://www.pennmedicine.org/for-patients-and-visitors/patient-information/conditions-treated-a-to-z/aids-and-hiv
113,183,dummy stance,en.noclean.c4-train.06413-of-07168.120447,0,0,14.45009994506836,0.99991107,8.8923065e-05,https://sti.cemmlibrary.org/Common-Sexually-Transmitted-Infections/HIV-AIDS
114,183,dummy stance,en.noclean.c4-train.01843-of-07168.85652,0,0,14.445199966430664,0.92127955,0.07872039,http://www.bestonlinemd.com/difference-between-hiv-and-std/
115,183,dummy stance,en.noclean.c4-train.00401-of-07168.63403,0,0,14.439200401306152,0.82107157,0.17892842,http://www.lotusmedicalfoundation.org/faq/
116,183,dummy stance,en.noclean.c4-train.00284-of-07168.72189,0,0,14.437899589538574,0.99715424,0.0028457579,https://www.brown.edu/campus-life/health/services/promotion/sexual-health-stis/aidshiv
117,183,dummy stance,en.noclean.c4-train.00102-of-07168.132318,0,0,14.43529987335205,0.9970356,0.0029643716,https://prospect.org/article/devil-details-81
118,183,dummy stance,en.noclean.c4-train.00433-of-07168.82681,0,0,14.435298919677734,0.9970356,0.0029643716,https://archive.prospect.org/article/devil-details-81
119,183,dummy stance,en.noclean.c4-train.03207-of-07168.65056,0,0,14.434599876403809,0.9898241,0.010175919,https://www.cdc.gov/actagainstaids/basics/transmission.html
120,183,dummy stance,en.noclean.c4-train.03926-of-07168.2336,0,0,14.432100296020508,0.8491863,0.15081368,https://std-symptoms.org/hiv/hiv-symptoms-in-men/
121,183,dummy stance,en.noclean.c4-train.00757-of-07168.111814,0,0,14.431400299072266,0.99258983,0.00741018,https://samedaystdtesting.com/how-can-hiv-be-transmitted/
122,183,dummy stance,en.noclean.c4-train.03484-of-07168.33516,0,0,14.429200172424316,0.91152406,0.08847597,http://www.thebody.com/h/Woman-Recieving-oral-sex-from-positive-male-partner.html
123,183,dummy stance,en.noclean.c4-train.03996-of-07168.66175,0,0,14.418800354003906,0.9987936,0.001206365,http://www.thebody.com/h/swollen-armpit-sweat-glands-and-signs-of-hiv.html
124,183,dummy stance,en.noclean.c4-train.07057-of-07168.52143,0,0,14.417099952697754,0.99947745,0.0005226095,http://www.theagathafoundation.org/non-profit-organization-blog
125,183,dummy stance,en.noclean.c4-train.02333-of-07168.140032,0,0,14.416000366210938,0.98861015,0.0113898795,https://intmedicaltreatment.com/blog/world-aids-day/
126,183,dummy stance,en.noclean.c4-train.03300-of-07168.76388,0,0,14.413200378417969,0.9996716,0.00032840105,https://thesexyouwant.ca/hiv-sex/
127,183,dummy stance,en.noclean.c4-train.06766-of-07168.107736,0,0,14.40250015258789,0.7718763,0.2281237,https://www.nat.org.uk/we-inform/FAQs-%26-Myths
128,183,dummy stance,en.noclean.c4-train.06080-of-07168.59988,0,0,14.402199745178224,0.9995747,0.0004252442,http://www.brighthopecambodia.org/hiv/
129,183,dummy stance,en.noclean.c4-train.01239-of-07168.72841,0,0,14.398699760437012,0.9995722,0.00042774456,https://hivselftest.co.za/pages/how-is-hiv-transmitted
130,183,dummy stance,en.noclean.c4-train.00209-of-07168.92573,0,0,14.39680004119873,0.9996352,0.00036473517,https://www.freehivtest.net/hiv-basics/
131,183,dummy stance,en.noclean.c4-train.01711-of-07168.25838,0,0,14.396200180053713,0.7515118,0.24848813,http://moxiemag.com/moxie/articles/work/sexworkers.html
132,183,dummy stance,en.noclean.c4-train.05996-of-07168.94157,0,0,14.390700340270996,0.99922895,0.00077101396,http://www.loopcayman.com/content/30-facts-mark-30th-anniversary-world-aids-day-1
133,183,dummy stance,en.noclean.c4-train.03118-of-07168.11389,0,0,14.390199661254885,0.9989022,0.0010978004,https://xogmaal.co/2018/12/02/world-aids-day-2018-30-questions-about-hiv-aids-answered/
134,183,dummy stance,en.noclean.c4-train.02991-of-07168.45135,0,0,14.388699531555176,0.99427235,0.0057276553,http://westbankpharmacy.com/index.php/choices/commondetails/?id=3098-can-hiv-be-transmitted-through-oral-sex-(fellatio-and-cunnilingus)
135,183,dummy stance,en.noclean.c4-train.03097-of-07168.108520,0,0,14.387900352478027,0.7319547,0.26804525,https://www.emedicinehealth.com/sexually_transmitted_diseases/symptom.htm
136,183,dummy stance,en.noclean.c4-train.02346-of-07168.33787,0,0,14.384499549865724,0.9214306,0.07856944,https://andthebandplayson.com/2016/05/25/babesia/
137,183,dummy stance,en.noclean.c4-train.01003-of-07168.73569,0,0,14.384099960327148,0.9900787,0.009921268,http://studenthealth.sa.ucsb.edu/health-topics/hiv-and-aids
138,183,dummy stance,en.noclean.c4-train.02973-of-07168.12457,0,0,14.378299713134766,0.9997304,0.00026963337,http://infosexwork.be/pages/artikel.php?lang=en&soort=man&soortid=2&id=13
139,183,dummy stance,en.noclean.c4-train.00626-of-07168.75817,0,0,14.376500129699709,0.99939144,0.0006085331,https://gratishivtest.nl/hiv-basics-facts/
140,183,dummy stance,en.noclean.c4-train.01716-of-07168.81908,0,0,14.372599601745604,0.9996772,0.00032278098,http://www.hivdatingsites.biz/blog/tag/hiv-myths/
141,183,dummy stance,en.noclean.c4-train.02597-of-07168.72226,0,0,14.372598648071287,0.99969625,0.00030375432,http://www.hivdatingsites.biz/blog/tag/hiv-facts/
142,183,dummy stance,en.noclean.c4-train.02476-of-07168.124973,0,0,14.36520004272461,0.8425764,0.15742363,http://std-testing-dallas.com/sexually-transmitted-diseases-where-did-they-come-from/
143,183,dummy stance,en.noclean.c4-train.00095-of-07168.145425,0,0,14.362700462341309,0.998645,0.0013549615,http://carmonaforarizona.com/hiv-public-health-awareness/
144,183,dummy stance,en.noclean.c4-train.03399-of-07168.68011,0,0,14.362299919128418,0.8363917,0.16360831,http://www.celineoutletus.com/
145,183,dummy stance,en.noclean.c4-train.01095-of-07168.90761,0,0,14.361700057983398,0.9998766,0.00012334035,https://www.bcadoption.com/node/3040
146,183,dummy stance,en.noclean.c4-train.00704-of-07168.92310,0,0,14.36050033569336,0.9191628,0.080837205,https://whatworksinyouthhiv.org/youth-hiv/hiv-prevention-treatment/hiv-aids
147,183,dummy stance,en.noclean.c4-train.03796-of-07168.94480,0,0,14.35890007019043,0.95586205,0.044137977,http://www.aidsmap.com/Menopause-and-HIV/page/3117291/
148,183,dummy stance,en.noclean.c4-train.03310-of-07168.144645,0,0,14.354299545288086,0.9959721,0.004027938,http://www.chalkboardskate.com/what-you-should-know-about-aids/
149,183,dummy stance,en.noclean.c4-train.02479-of-07168.81816,0,0,14.34850025177002,0.99973315,0.00026683457,http://ccok.adam.com/content.aspx?productId=117&pid=1&gid=000594
150,183,dummy stance,en.noclean.c4-train.05420-of-07168.98483,0,0,14.347999572753906,0.99960047,0.00039960837,https://www.healthination.com/health/what-is-hiv
151,183,dummy stance,en.noclean.c4-train.05778-of-07168.27332,0,0,14.34630012512207,0.999597,0.00040299876,https://www.edexlive.com/beinspired/2018/dec/01/world-aids-day-which-of-these-20-myths-about-hiv-do-you-still-think-are-true-4598.html
152,183,dummy stance,en.noclean.c4-train.00032-of-07168.50517,0,0,14.334699630737305,0.9995247,0.00047533753,http://www.hivdatingsites.biz/blog/hiv-aids-myths/
153,183,dummy stance,en.noclean.c4-train.02714-of-07168.20991,0,1,14.319100379943848,0.3158735,0.68412644,http://lobisuriname.org/en/sexually-transmitted-infections/other-sexually-transmitted-infections
154,183,dummy stance,en.noclean.c4-train.01638-of-07168.3621,0,0,14.317500114440918,0.5843832,0.41561684,http://theairreactor.com/product/
155,183,dummy stance,en.noclean.c4-train.05222-of-07168.114344,0,0,14.317499160766602,0.5843832,0.41561684,http://hitechairsolutions.com/product/
156,183,dummy stance,en.noclean.c4-train.06282-of-07168.141369,0,0,14.316900253295898,0.9997048,0.0002951602,https://www.aegisdentalnetwork.com/ida/2009/04/basics-of-acquired-immunodeficiency-syndrome
157,183,dummy stance,en.noclean.c4-train.05692-of-07168.29478,0,0,14.316499710083008,0.99782616,0.0021738063,http://advocatesaz.org/tag/synovial-fluid/
158,183,dummy stance,en.noclean.c4-train.03446-of-07168.20206,0,0,14.315999984741213,0.8106055,0.18939444,https://www.healthline.com/health/hiv-aids/early-signs-hiv-infection
