,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
14,152,dummy stance,en.noclean.c4-train.05187-of-07168.52588,0,1,8.341400146484375,0.046818137,0.9531819,https://jet-international.co.in/index.php/healing-wands-sticks/chakra-wands.html?dir=desc&order=position
15,152,dummy stance,en.noclean.c4-train.06821-of-07168.142980,0,1,8.341099739074707,0.17933457,0.8206654,https://firebeans.com/?p=2.Distance+Healing%2FCrystal+Prescriptions
16,152,dummy stance,en.noclean.c4-train.00133-of-07168.120395,0,0,8.335599899291992,0.9013232,0.098676786,http://enlightenment-meditation.org/category/z-guest-blogs/crystal-healing-articles/
17,152,dummy stance,en.noclean.c4-train.06451-of-07168.86192,0,1,8.332900047302246,0.12387261,0.8761274,https://www.metaphysicalrealm1.com/xcart/Quartz-Self-Healed/
18,152,dummy stance,en.noclean.c4-train.04913-of-07168.20054,0,1,8.331199645996094,0.07940832,0.92059165,https://sargammishra.blog/tag/crystal-healing/
19,152,dummy stance,en.noclean.c4-train.01409-of-07168.137370,0,1,8.330499649047852,0.09465895,0.9053411,https://www.reikipages.co.uk/location/united-kingdom/south-yorkshire/broomfield/
20,152,dummy stance,en.noclean.c4-train.05780-of-07168.53815,0,1,8.330399513244629,0.007294776,0.99270517,https://jelila.wordpress.com/tag/bali-asia/
21,152,dummy stance,en.noclean.c4-train.01668-of-07168.62622,0,1,8.33029842376709,0.109227605,0.89077246,https://www.reikipages.co.uk/location/united-kingdom/north-yorkshire/foss-islands/
22,152,dummy stance,en.noclean.c4-train.03774-of-07168.108036,0,1,8.32960033416748,0.098130755,0.90186924,https://www.reikipages.co.uk/location/united-kingdom/north-yorkshire/bishopthorpe/
23,152,dummy stance,en.noclean.c4-train.01903-of-07168.101442,0,1,8.329500198364258,0.120922,0.87907803,https://www.reikipages.co.uk/location/united-kingdom/north-yorkshire/york/
24,152,dummy stance,en.noclean.c4-train.00533-of-07168.48391,0,1,8.328900337219238,0.11406697,0.8859331,https://www.reikipages.co.uk/location/united-kingdom/north-yorkshire/long-marston-north-yorkshire/
25,152,dummy stance,en.noclean.c4-train.01505-of-07168.21096,0,1,8.328700065612793,0.11406697,0.8859331,https://www.reikipages.co.uk/location/united-kingdom/north-yorkshire/tadcaster/
26,152,dummy stance,en.noclean.c4-train.06904-of-07168.31803,0,1,8.32859992980957,0.08707329,0.91292673,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/crowle-lincolnshire/
27,152,dummy stance,en.noclean.c4-train.03256-of-07168.103197,0,1,8.328100204467773,0.01631546,0.98368454,https://www.consciouslifestylemag.com/crystal-healing-guide/
28,152,dummy stance,en.noclean.c4-train.04871-of-07168.141207,0,1,8.327699661254883,0.047856487,0.9521435,http://www.healing-journeys-energy.com/Crystals-Caring-for-your-Crystals.html
29,152,dummy stance,en.noclean.c4-train.03082-of-07168.4732,0,1,8.327300071716309,0.06275033,0.9372497,https://www.reikipages.co.uk/location/united-kingdom/west-yorkshire/leeds/
30,152,dummy stance,en.noclean.c4-train.05438-of-07168.64835,0,1,8.327199935913086,0.07957875,0.92042124,https://www.reikipages.co.uk/location/united-kingdom/east-riding-of-yorkshire/howden-east-riding-of-yorkshire/
31,152,dummy stance,en.noclean.c4-train.05234-of-07168.120910,0,1,8.326700210571289,0.08602019,0.91397977,https://www.reikipages.co.uk/location/united-kingdom/east-riding-of-yorkshire/goole/
32,152,dummy stance,en.noclean.c4-train.01690-of-07168.138890,0,1,8.326600074768066,0.08601232,0.91398764,https://www.reikipages.co.uk/location/united-kingdom/south-yorkshire/thorne/
33,152,dummy stance,en.noclean.c4-train.05256-of-07168.62772,0,1,8.326299667358398,0.06332512,0.93667483,https://www.lunasgrimoire.com/crystal-healing/
34,152,dummy stance,en.noclean.c4-train.00135-of-07168.22029,0,1,8.32610034942627,0.053933155,0.9460668,http://myspiritbook.com/crystal-healing/
35,152,dummy stance,en.noclean.c4-train.02141-of-07168.18571,0,1,8.325900077819824,0.07618404,0.9238159,https://www.reikipages.co.uk/location/united-kingdom/west-yorkshire/garforth/
36,152,dummy stance,en.noclean.c4-train.04486-of-07168.45622,0,1,8.325899124145508,0.014330664,0.9856694,https://www.healing-crystals-for-you.com/
37,152,dummy stance,en.noclean.c4-train.06500-of-07168.36875,0,1,8.325898170471191,0.10712091,0.89287907,https://www.reikipages.co.uk/location/united-kingdom/south-yorkshire/doncaster/
38,152,dummy stance,en.noclean.c4-train.01400-of-07168.55681,0,1,8.325699806213379,0.100610204,0.8993898,https://www.reikipages.co.uk/location/united-kingdom/west-yorkshire/knottingley/
39,152,dummy stance,en.noclean.c4-train.00474-of-07168.142669,0,0,8.325400352478027,0.9955455,0.004454421,https://www.ksccrystals.com/crystal-healing-31-w.asp
40,152,dummy stance,en.noclean.c4-train.02855-of-07168.103818,0,1,8.325200080871582,0.085338,0.91466206,https://www.reikipages.co.uk/location/united-kingdom/east-riding-of-yorkshire/skelton-east-riding-of-yorkshire/
41,152,dummy stance,en.noclean.c4-train.05635-of-07168.119310,0,1,8.32450008392334,0.03134378,0.9686562,https://thecrystalhealingshop.com/blogs/crystal-healing-information?page=2
42,152,dummy stance,en.noclean.c4-train.05525-of-07168.44813,0,1,8.324199676513672,0.073391065,0.9266089,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/gainsborough/
43,152,dummy stance,en.noclean.c4-train.06641-of-07168.514,0,1,8.323800086975098,0.12765522,0.8723448,https://www.reikipages.co.uk/location/united-kingdom/east-riding-of-yorkshire/south-cave/
44,152,dummy stance,en.noclean.c4-train.00185-of-07168.52178,0,1,8.323699951171875,0.1309224,0.86907756,https://www.reikipages.co.uk/location/united-kingdom/west-yorkshire/wetherby/
45,152,dummy stance,en.noclean.c4-train.05253-of-07168.136938,0,1,8.323399543762207,0.07471817,0.9252818,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/west-halton/
46,152,dummy stance,en.noclean.c4-train.03447-of-07168.55856,0,1,8.323200225830078,0.49398717,0.5060128,http://www.protoi-healing.org/index.php?title=Free_Healing_Crystals&action=edit
47,152,dummy stance,en.noclean.c4-train.00381-of-07168.43033,0,1,8.323100090026855,0.113638505,0.8863614,https://www.universallifetools.com/product/teacher-courses/crystal-light-healing-master-teacher-ecourse/
48,152,dummy stance,en.noclean.c4-train.03974-of-07168.131338,0,1,8.323099136352539,0.3192849,0.6807151,http://crystalhealingtechniques.com/faqs/
49,152,dummy stance,en.noclean.c4-train.02652-of-07168.72706,0,1,8.322998046875,0.08184457,0.91815543,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/grey-green/
50,152,dummy stance,en.noclean.c4-train.01384-of-07168.8312,0,1,8.322600364685059,0.088802546,0.9111975,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/winterton/
51,152,dummy stance,en.noclean.c4-train.00049-of-07168.6152,0,1,8.322400093078613,0.070146434,0.92985356,https://www.reikipages.co.uk/location/united-kingdom/south-yorkshire/bawtry/
52,152,dummy stance,en.noclean.c4-train.04291-of-07168.143409,0,1,8.322199821472168,0.064983316,0.9350167,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/epworth/
53,152,dummy stance,en.noclean.c4-train.01394-of-07168.64110,0,1,8.322099685668945,0.06590782,0.93409216,https://www.reikipages.co.uk/location/united-kingdom/north-yorkshire/riccall/page/3/
54,152,dummy stance,en.noclean.c4-train.01262-of-07168.113221,0,0,8.321800231933594,0.55137056,0.44862944,http://www.protoi-healing.org/index.php?title=Free_Healing_Crystals&diff=0&action=historysubmit
55,152,dummy stance,en.noclean.c4-train.06749-of-07168.32104,0,1,8.321700096130371,0.08001284,0.9199871,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/bottesford-lincolnshire/
56,152,dummy stance,en.noclean.c4-train.06266-of-07168.7556,0,1,8.321599960327148,0.07770062,0.9222994,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/scunthorpe/
57,152,dummy stance,en.noclean.c4-train.01923-of-07168.49303,0,1,8.321000099182129,0.08998822,0.9100118,https://www.reikipages.co.uk/location/united-kingdom/lincolnshire/kirton-in-lindsey/
58,152,dummy stance,en.noclean.c4-train.00230-of-07168.121051,0,1,8.320199966430664,0.031821754,0.9681782,https://jelila.wordpress.com/category/crystal-remedies/
59,152,dummy stance,en.noclean.c4-train.06355-of-07168.73248,0,1,8.320199012756348,0.12387261,0.8761274,https://www.metaphysicalrealm1.com/xcart/Self-Healed_Quartz_Crystal/
60,152,dummy stance,en.noclean.c4-train.02032-of-07168.133230,0,1,8.320097923278809,0.042586103,0.9574139,https://sargammishra.blog/author/sargammishra/page/2/
61,152,dummy stance,en.noclean.c4-train.05256-of-07168.73831,0,1,8.319899559020996,0.0736617,0.92633826,https://www.reikipages.co.uk/location/united-kingdom/east-lothian/blackdykes/
62,152,dummy stance,en.noclean.c4-train.05171-of-07168.142497,0,1,8.319700241088867,0.0193327,0.98066723,https://jet-international.co.in/index.php/healing-wands-sticks/chakra-wands.html?p=3
63,152,dummy stance,en.noclean.c4-train.00481-of-07168.25807,0,1,8.318499565124512,0.041901615,0.95809835,http://www.andzensome.com/new-blog/healing-crystals-for-digestion?rq=digestion
64,152,dummy stance,en.noclean.c4-train.01348-of-07168.145652,0,1,8.318300247192383,0.0082135,0.99178654,https://spiritualgrowthguide.com/crystals-for-physical-healing/
65,152,dummy stance,en.noclean.c4-train.00593-of-07168.97886,0,1,8.318099975585938,0.022915855,0.9770841,https://www.centreofexcellence.com/shop/advanced-crystal-healing-diploma-course/
66,152,dummy stance,en.noclean.c4-train.00098-of-07168.73003,0,1,8.31760025024414,0.011608862,0.98839116,https://www.innerchildharmonycoaching.com.au/crystal-healing/
67,152,dummy stance,en.noclean.c4-train.06258-of-07168.56103,0,1,8.317599296569824,0.07162178,0.92837816,https://www.healingwithcrystals.net.au/aipage4.html
68,152,dummy stance,en.noclean.c4-train.05890-of-07168.54406,0,1,8.317399978637695,0.10459411,0.8954059,https://www.reikipages.co.uk/location/united-kingdom/nottinghamshire/retford/
69,152,dummy stance,en.noclean.c4-train.06101-of-07168.110567,0,1,8.31719970703125,0.014716869,0.98528314,http://hummingbirdwings.com/healing/john-god-crystal-healing/crystal-healing-bed/
70,152,dummy stance,en.noclean.c4-train.05895-of-07168.141285,0,1,8.316900253295898,0.057994094,0.94200593,http://www.healing-journeys-energy.com/programming-a-healing-crystal.html
71,152,dummy stance,en.noclean.c4-train.06234-of-07168.146010,0,1,8.316800117492676,0.006004979,0.993995,https://jelila.wordpress.com/tag/crystal-healing/
72,152,dummy stance,en.noclean.c4-train.03689-of-07168.76184,0,1,8.316699981689453,0.030683188,0.9693168,http://www.andzensome.com/new-blog/tag/gemstone
73,152,dummy stance,en.noclean.c4-train.02253-of-07168.116182,0,1,8.316200256347656,0.06697315,0.9330268,https://www.gemstonegifts.com/collections/handmade-beaded-chakra-bracelets/chakra-healing
74,152,dummy stance,en.noclean.c4-train.06673-of-07168.112818,0,1,8.316100120544434,0.02391661,0.9760834,http://sugarlyflex.pw/Pick-A-Crystal-Discover-Your-Emotional-Blocks-And-Move-Forward.html
75,152,dummy stance,en.noclean.c4-train.06408-of-07168.67217,0,1,8.315899848937988,0.075696014,0.924304,https://eruthvenstevenson.com/category/crystal-meanings/page/2/
76,152,dummy stance,en.noclean.c4-train.06935-of-07168.50636,0,1,8.314599990844727,0.1287316,0.8712684,https://www.gemstonegifts.com/collections/handmade-beaded-chakra-bracelets?view=48
77,152,dummy stance,en.noclean.c4-train.02410-of-07168.83752,0,1,8.314499855041504,0.037717994,0.96228206,https://trendimi.com/crystal-healing-course
78,152,dummy stance,en.noclean.c4-train.02006-of-07168.4296,0,1,8.314200401306152,0.086878456,0.9131215,https://www.emagister.co.uk/crystal_healing_courses-tps233398.htm
79,152,dummy stance,en.noclean.c4-train.03873-of-07168.123059,0,1,8.313799858093262,0.021912543,0.9780874,https://accessgems.com/power-of-healing-crystals/
80,152,dummy stance,en.noclean.c4-train.00122-of-07168.2936,0,1,8.313599586486816,0.013277698,0.98672235,https://jelila.wordpress.com/tag/holistic-healing/
81,152,dummy stance,en.noclean.c4-train.02007-of-07168.38853,0,1,8.313300132751465,0.036013644,0.96398634,http://www.andzensome.com/new-blog/tag/astrological
82,152,dummy stance,en.noclean.c4-train.01125-of-07168.147616,0,1,8.312800407409668,0.094801575,0.90519845,https://www.vibrantyogini.com/6-beginner-healing-crystals-home/
83,152,dummy stance,en.noclean.c4-train.04465-of-07168.116318,0,1,8.312600135803223,0.12118318,0.87881684,https://www.gemstonegifts.com/collections/handmade-beaded-chakra-bracelets/crystal-healing
84,152,dummy stance,en.noclean.c4-train.04012-of-07168.45788,0,1,8.312599182128906,0.01840653,0.98159343,http://www.zetafive.com/onemiracle/johnofgod.htm
85,152,dummy stance,en.noclean.c4-train.04286-of-07168.114921,0,1,8.312299728393555,0.03447932,0.9655207,http://www.andzensome.com/new-blog/tag/natural
86,152,dummy stance,en.noclean.c4-train.00884-of-07168.87203,0,1,8.311200141906738,0.02499609,0.9750039,http://www.healing-journeys-energy.com/dedicating-healing-crystals.html
87,152,dummy stance,en.noclean.c4-train.01871-of-07168.95740,0,1,8.3100004196167,0.03241925,0.9675808,https://healthynatured.com/healing-with-quartz-crystals-healing-properties
88,152,dummy stance,en.noclean.c4-train.01157-of-07168.122708,0,1,8.308899879455566,0.009821839,0.99017817,http://www.andzensome.com/new-blog/tag/virgo
89,152,dummy stance,en.noclean.c4-train.06505-of-07168.59614,0,1,8.30780029296875,0.018080868,0.98191917,https://jelila.wordpress.com/tag/energy-healing/
90,152,dummy stance,en.noclean.c4-train.00727-of-07168.123519,0,1,8.307700157165527,0.02975361,0.97024643,https://jelila.wordpress.com/tag/harmonising/
91,152,dummy stance,en.noclean.c4-train.04479-of-07168.108757,0,1,8.30739974975586,0.01514543,0.9848546,http://www.gemmasgemstones.com/crystals/
92,152,dummy stance,en.noclean.c4-train.05371-of-07168.124321,0,1,8.306699752807617,0.012734848,0.9872651,https://jelila.wordpress.com/page/2/
93,152,dummy stance,en.noclean.c4-train.00767-of-07168.140461,0,1,8.306599617004395,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/nausea
94,152,dummy stance,en.noclean.c4-train.00770-of-07168.98483,0,1,8.306598663330078,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/chest+pain
95,152,dummy stance,en.noclean.c4-train.01082-of-07168.86004,0,1,8.306597709655762,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/kidneys
96,152,dummy stance,en.noclean.c4-train.04408-of-07168.117456,0,1,8.306596755981445,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/spleen
97,152,dummy stance,en.noclean.c4-train.04521-of-07168.95630,0,1,8.306595802307129,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/GI
98,152,dummy stance,en.noclean.c4-train.04852-of-07168.50124,0,1,8.306594848632812,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/aid
99,152,dummy stance,en.noclean.c4-train.05705-of-07168.93574,0,1,8.306593894958496,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/colon
100,152,dummy stance,en.noclean.c4-train.05905-of-07168.31470,0,1,8.30659294128418,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/IBS
101,152,dummy stance,en.noclean.c4-train.06313-of-07168.144917,0,1,8.306591987609863,0.035088506,0.9649115,http://www.andzensome.com/new-blog/tag/nutrients
102,152,dummy stance,en.noclean.c4-train.03321-of-07168.49321,0,1,8.306300163269043,0.047205385,0.9527947,http://www.healing-journeys-energy.com/Reiki_Crystal_Grid.html
103,152,dummy stance,en.noclean.c4-train.01635-of-07168.54332,0,1,8.304900169372559,0.105908416,0.8940916,https://www.gemstonegifts.com/collections/handmade-beaded-chakra-bracelets/chakra-bracelets
104,152,dummy stance,en.noclean.c4-train.00654-of-07168.131045,0,1,8.304699897766113,0.01056464,0.9894354,http://www.gemmasgemstones.com/gemstones/
105,152,dummy stance,en.noclean.c4-train.05013-of-07168.141493,0,1,8.304300308227539,0.008389767,0.9916102,http://www.gemmasgemstones.com/author/Gemma/
106,152,dummy stance,en.noclean.c4-train.02587-of-07168.58158,0,1,8.304100036621094,0.011056915,0.9889431,http://www.crystalwind.ca/crystals-gems-elixirs/how-to-work-with-crystals-for-physical-healing
107,152,dummy stance,en.noclean.c4-train.01089-of-07168.1594,0,1,8.303799629211426,0.044421516,0.9555785,http://www.crystal-beds.com/about-crystal-healing.html
108,152,dummy stance,en.noclean.c4-train.04227-of-07168.41208,0,1,8.302399635314941,0.07025708,0.9297429,http://life-energy.org/search/?q=chakra+balancing
109,152,dummy stance,en.noclean.c4-train.01958-of-07168.93514,0,1,8.302299499511719,0.10349644,0.89650357,https://crystalhealingtechniques.com/category/energy-healing/
110,152,dummy stance,en.noclean.c4-train.02103-of-07168.1424,0,1,8.302000045776367,0.108071,0.891929,https://remedygrove.com/bodywork/Ten-Common-Questions-on-Crystal-Healing
111,152,dummy stance,en.noclean.c4-train.01126-of-07168.93573,0,1,8.30150032043457,0.01404817,0.9859518,http://crystalhealingshop.com/
112,152,dummy stance,en.noclean.c4-train.04750-of-07168.70106,0,1,8.300999641418457,0.020165123,0.97983485,http://www.andzensome.com/new-blog/tag/capricorn
113,152,dummy stance,en.noclean.c4-train.02266-of-07168.46115,0,1,8.300700187683105,0.010049688,0.9899503,http://www.andzensome.com/new-blog/tag/aquarius
114,152,dummy stance,en.noclean.c4-train.01056-of-07168.111729,0,1,8.299699783325195,0.03194514,0.9680549,http://www.andzensome.com/new-blog/category/Astrology
115,152,dummy stance,en.noclean.c4-train.02079-of-07168.143299,0,1,8.299698829650879,0.03194514,0.9680549,http://www.andzensome.com/new-blog/tag/astrology
116,152,dummy stance,en.noclean.c4-train.04067-of-07168.85497,0,1,8.299697875976562,0.03194514,0.9680549,http://www.andzensome.com/new-blog/tag/sun+sign
117,152,dummy stance,en.noclean.c4-train.06793-of-07168.54907,0,1,8.299696922302246,0.03194514,0.9680549,http://www.andzensome.com/new-blog/tag/zodiac
118,152,dummy stance,en.noclean.c4-train.00640-of-07168.103788,0,1,8.299500465393066,0.014543587,0.9854564,http://www.andzensome.com/new-blog/tag/scorpio
119,152,dummy stance,en.noclean.c4-train.06913-of-07168.1521,0,1,8.298999786376953,0.0134393275,0.9865607,https://www.soulfulcrystals.co.uk/quartz-metaphysical-crystals/
120,152,dummy stance,en.noclean.c4-train.00923-of-07168.1337,0,1,8.298800468444824,0.017547084,0.98245287,http://www.andzensome.com/new-blog/tag/leo
121,152,dummy stance,en.noclean.c4-train.02715-of-07168.148349,0,1,8.298600196838379,0.013550887,0.98644906,https://www.healthylivingjourney.com/hlj-blog/previous/2
122,152,dummy stance,en.noclean.c4-train.00594-of-07168.120950,0,1,8.298500061035156,0.067111425,0.9328886,https://www.soulfulcrystals.co.uk/healing-crystals-what-are-they/
123,152,dummy stance,en.noclean.c4-train.04747-of-07168.90300,0,1,8.29849910736084,0.037475392,0.9625246,http://moldavite.biz/tag/healing-crystal/
124,152,dummy stance,en.noclean.c4-train.00161-of-07168.78679,0,1,8.2983980178833,0.08491581,0.9150842,https://www.gemstonegifts.com/collections/yellow-solar-plexus-chakra-jewelry-for-women/intention-jewelry
125,152,dummy stance,en.noclean.c4-train.07000-of-07168.142773,0,1,8.297699928283691,0.05585111,0.9441489,https://www.gemstonegifts.com/collections/yellow-solar-plexus-chakra-jewelry-for-women/reiki
126,152,dummy stance,en.noclean.c4-train.00434-of-07168.146061,0,1,8.29699993133545,0.069226645,0.9307734,http://www.healing-journeys-energy.com/Crystals-Healing-Properties-of-Crystals.html
127,152,dummy stance,en.noclean.c4-train.01975-of-07168.98027,0,1,8.296099662780762,0.012095114,0.9879049,https://meanings.crystalsandjewelry.com/crystals-healing-shingles/
128,152,dummy stance,en.noclean.c4-train.05746-of-07168.16208,0,1,8.295599937438965,0.024544861,0.97545516,https://thecrystalhealingshop.com/blogs/crystal-healing-properties
129,152,dummy stance,en.noclean.c4-train.04114-of-07168.99508,0,1,8.29539966583252,0.033348605,0.96665144,https://jet-international.co.in/index.php/gemstone-obelisk/usui-engraved-obelisk.html?dir=desc&amp;mode=list&amp;order=position
130,152,dummy stance,en.noclean.c4-train.03999-of-07168.109291,0,1,8.295299530029297,0.02331034,0.9766897,http://www.healing-journeys-energy.com/Crystals-Why-Crystals-Work.html
131,152,dummy stance,en.noclean.c4-train.06686-of-07168.71844,0,1,8.295199394226074,0.044989903,0.95501006,https://www.gemstonegifts.com/collections/yellow-solar-plexus-chakra-jewelry-for-women/chakra-bracelets
132,152,dummy stance,en.noclean.c4-train.04117-of-07168.70035,0,1,8.2947998046875,0.018964866,0.9810352,http://www.andzensome.com/new-blog/tag/libra
133,152,dummy stance,en.noclean.c4-train.07063-of-07168.100320,0,1,8.29419994354248,0.023417141,0.9765828,https://www.universallifetools.com/ult-metaphysical-school/crystal-light-healing/
134,152,dummy stance,en.noclean.c4-train.03154-of-07168.37599,0,1,8.293800354003906,0.00803443,0.99196553,http://www.andzensome.com/new-blog/tag/taurus
135,152,dummy stance,en.noclean.c4-train.01549-of-07168.125977,0,1,8.293600082397461,0.03566226,0.9643377,http://www.andzensome.com/new-blog/tag/alternative
136,152,dummy stance,en.noclean.c4-train.05237-of-07168.11865,0,1,8.293299674987793,0.0035391757,0.99646086,https://jelila.wordpress.com/tag/ubud/
137,152,dummy stance,en.noclean.c4-train.04246-of-07168.128554,0,1,8.292799949645996,0.0118521545,0.9881478,http://www.andzensome.com/new-blog/tag/pisces
138,152,dummy stance,en.noclean.c4-train.04388-of-07168.100600,0,1,8.292699813842773,0.064631715,0.93536824,https://crystalhealingtechniques.com/category/crystal-healing/
139,152,dummy stance,en.noclean.c4-train.04262-of-07168.38804,0,1,8.29259967803955,0.01394898,0.986051,http://www.livepurehealth.net/what-is-crystal-healing/
140,152,dummy stance,en.noclean.c4-train.04474-of-07168.27978,0,1,8.292099952697754,0.044455472,0.95554453,http://www.healing-journeys-energy.com/Crystals-Creating-Gem-Elixirs.html
141,152,dummy stance,en.noclean.c4-train.02472-of-07168.106354,0,1,8.292098999023438,0.008601472,0.9913986,https://jelila.wordpress.com/category/a-spiritual-teacher/
142,152,dummy stance,en.noclean.c4-train.05373-of-07168.37551,0,1,8.291997909545898,0.009758095,0.99024194,https://www.audible.com/pd/Crystals-for-Beginners-Audiobook/B07NGQ7D69
143,152,dummy stance,en.noclean.c4-train.02149-of-07168.80474,0,1,8.29189682006836,0.020901438,0.97909856,https://jet-international.co.in/index.php/healing-wands-sticks/angel-ganeshji-carved-sticks.html
144,152,dummy stance,en.noclean.c4-train.03302-of-07168.86034,0,1,8.29179573059082,0.10018285,0.8998171,https://www.universallifetools.com/product/practitioner-courses/crystal-light-healing-practitioner/
145,152,dummy stance,en.noclean.c4-train.02720-of-07168.135137,0,1,8.291794776916504,0.08933278,0.9106672,http://www.crystalmusichealing.com/
146,152,dummy stance,en.noclean.c4-train.02792-of-07168.107603,0,1,8.291000366210938,0.020500477,0.9794995,http://www.healing-journeys-energy.com/angel-healing-crystals.html
147,152,dummy stance,en.noclean.c4-train.06405-of-07168.15564,0,1,8.290499687194824,0.031372737,0.96862733,http://www.highheartcrystalhealing.com/blog--videos/category/how-to-work-with-crystals
148,152,dummy stance,en.noclean.c4-train.05937-of-07168.113961,0,1,8.290300369262695,0.0082591325,0.9917408,https://jelila.wordpress.com/tag/healthy-living/
149,152,dummy stance,en.noclean.c4-train.05976-of-07168.144415,0,1,8.289999961853027,0.01669418,0.9833059,http://www.thesacredhawaiianway.com/john-of-god-crystal-healing-bath-treatment.html
150,152,dummy stance,en.noclean.c4-train.03767-of-07168.36065,0,1,8.289600372314453,0.020537881,0.9794621,http://www.andzensome.com/new-blog/tag/cancer
151,152,dummy stance,en.noclean.c4-train.02145-of-07168.36771,0,1,8.289599418640137,0.13563128,0.8643687,http://crystalhealingshop.com/tag/yellow-crystals/
152,152,dummy stance,en.noclean.c4-train.00925-of-07168.12277,0,1,8.289498329162598,0.05626914,0.94373083,http://www.andzensome.com/new-blog/tag/sign
153,152,dummy stance,en.noclean.c4-train.06754-of-07168.97161,0,1,8.289299964904785,0.077234685,0.92276525,https://funender.com/health/energy-healing-modalities-quartz-crystal-therapy.html
154,152,dummy stance,en.noclean.c4-train.02705-of-07168.61124,0,1,8.289199829101562,0.011044481,0.98895556,https://www.therapy-directory.org.uk/articles/crystal-therapy.html
155,152,dummy stance,en.noclean.c4-train.06005-of-07168.141360,0,1,8.288999557495117,0.025751704,0.9742483,http://moldavite.biz/tag/healing-with-crystals-and-gemstones/
156,152,dummy stance,en.noclean.c4-train.00087-of-07168.82033,0,1,8.288700103759766,0.090247795,0.90975225,http://www.spiritual-wonders.com/2017/04/27/feeling-out-of-sorts-reset-your-energies-with-healing-crystal-jewellery-always-at-hand-beautiful-effective/
157,152,dummy stance,en.noclean.c4-train.03115-of-07168.20859,0,1,8.288399696350098,0.004732291,0.99526775,https://jelila.wordpress.com/tag/amethyst/
158,152,dummy stance,en.noclean.c4-train.07157-of-07168.93422,0,1,8.288398742675781,0.026763259,0.97323674,http://www.highheartcrystalhealing.com/blog--videos/previous/2
159,152,dummy stance,en.noclean.c4-train.02918-of-07168.56879,0,1,8.287699699401855,0.09672598,0.903274,https://remedygrove.com/bodywork/How-to-Choose-Crystals-for-Healing
